Kundennummer;12345678;;
Kundenname;Mustermann Max;;
ZP-Nummer;AT0070000XXXX10000000000000XXXXXX;;
Beginn;27.03.2024;;
Ende;01.05.2024;;
Energierichtung;Verbrauch gemessen;;
;;;
;;;
Datum;Zeit;kWh;Status
26.04.2024;17:30:00;0,176;Der Wert ist gültig
26.04.2024;17:45:00;0,146;Der Wert ist gültig
26.04.2024;18:00:00;0,141;Der Wert ist gültig
26.04.2024;18:15:00;0,14;Der Wert ist gültig
26.04.2024;18:30:00;0,136;Der Wert ist gültig
26.04.2024;18:45:00;0,142;Der Wert ist gültig
26.04.2024;19:00:00;0,141;Der Wert ist gültig
26.04.2024;19:15:00;0,142;Der Wert ist gültig
26.04.2024;19:30:00;0,133;Der Wert ist gültig
26.04.2024;19:45:00;0,142;Der Wert ist gültig
26.04.2024;20:00:00;0,131;Der Wert ist gültig
26.04.2024;20:15:00;0,132;Der Wert ist gültig
26.04.2024;20:30:00;0,141;Der Wert ist gültig
26.04.2024;20:45:00;0,142;Der Wert ist gültig
26.04.2024;21:00:00;0,142;Der Wert ist gültig
26.04.2024;21:15:00;0,211;Der Wert ist gültig
26.04.2024;21:30:00;0,216;Der Wert ist gültig
26.04.2024;21:45:00;0,213;Der Wert ist gültig
26.04.2024;22:00:00;0,155;Der Wert ist gültig
26.04.2024;22:15:00;0,145;Der Wert ist gültig
26.04.2024;22:30:00;0,143;Der Wert ist gültig
26.04.2024;22:45:00;0,151;Der Wert ist gültig
26.04.2024;23:00:00;0,148;Der Wert ist gültig
26.04.2024;23:15:00;0,153;Der Wert ist gültig
26.04.2024;23:30:00;0,149;Der Wert ist gültig
26.04.2024;23:45:00;0,153;Der Wert ist gültig
27.04.2024;00:00:00;0,146;Der Wert ist gültig
27.04.2024;00:15:00;0,158;Der Wert ist gültig
27.04.2024;00:30:00;0,157;Der Wert ist gültig
27.04.2024;00:45:00;0,15;Der Wert ist gültig
27.04.2024;01:00:00;0,144;Der Wert ist gültig
27.04.2024;01:15:00;0,147;Der Wert ist gültig
27.04.2024;01:30:00;0,163;Der Wert ist gültig
27.04.2024;01:45:00;0,155;Der Wert ist gültig
27.04.2024;02:00:00;0,15;Der Wert ist gültig
27.04.2024;02:15:00;0,15;Der Wert ist gültig
27.04.2024;02:30:00;0,151;Der Wert ist gültig
27.04.2024;02:45:00;0,16;Der Wert ist gültig
27.04.2024;03:00:00;0,161;Der Wert ist gültig
27.04.2024;03:15:00;0,159;Der Wert ist gültig
27.04.2024;03:30:00;0,147;Der Wert ist gültig
27.04.2024;03:45:00;0,149;Der Wert ist gültig
27.04.2024;04:00:00;0,168;Der Wert ist gültig
27.04.2024;04:15:00;0,154;Der Wert ist gültig
27.04.2024;04:30:00;0,157;Der Wert ist gültig
27.04.2024;04:45:00;0,188;Der Wert ist gültig
27.04.2024;05:00:00;0,177;Der Wert ist gültig
27.04.2024;05:15:00;0,169;Der Wert ist gültig
27.04.2024;05:30:00;0,168;Der Wert ist gültig
27.04.2024;05:45:00;0,163;Der Wert ist gültig
27.04.2024;06:00:00;0,2;Der Wert ist gültig
27.04.2024;06:15:00;0,172;Der Wert ist gültig
27.04.2024;06:30:00;0,17;Der Wert ist gültig
27.04.2024;06:45:00;0,17;Der Wert ist gültig
27.04.2024;07:00:00;0,15;Der Wert ist gültig
27.04.2024;07:15:00;0,139;Der Wert ist gültig
27.04.2024;07:30:00;0,133;Der Wert ist gültig
27.04.2024;07:45:00;0,146;Der Wert ist gültig
27.04.2024;08:00:00;0,139;Der Wert ist gültig
27.04.2024;08:15:00;0,142;Der Wert ist gültig
27.04.2024;08:30:00;0,412;Der Wert ist gültig
27.04.2024;08:45:00;0,4;Der Wert ist gültig
27.04.2024;09:00:00;0,448;Der Wert ist gültig
27.04.2024;09:15:00;0,583;Der Wert ist gültig
27.04.2024;09:30:00;0,213;Der Wert ist gültig
27.04.2024;09:45:00;0,099;Der Wert ist gültig
27.04.2024;10:00:00;0,105;Der Wert ist gültig
27.04.2024;10:15:00;0,184;Der Wert ist gültig
27.04.2024;10:30:00;0,067;Der Wert ist gültig
27.04.2024;10:45:00;0,12;Der Wert ist gültig
27.04.2024;11:00:00;0,132;Der Wert ist gültig
27.04.2024;11:15:00;0,125;Der Wert ist gültig
27.04.2024;11:30:00;0,139;Der Wert ist gültig
27.04.2024;11:45:00;0,141;Der Wert ist gültig
27.04.2024;12:00:00;0,139;Der Wert ist gültig
27.04.2024;12:15:00;0,134;Der Wert ist gültig
27.04.2024;12:30:00;0,126;Der Wert ist gültig
27.04.2024;12:45:00;0,13;Der Wert ist gültig
27.04.2024;13:00:00;0,13;Der Wert ist gültig
27.04.2024;13:15:00;0,133;Der Wert ist gültig
27.04.2024;13:30:00;0,138;Der Wert ist gültig
27.04.2024;13:45:00;0,128;Der Wert ist gültig
27.04.2024;14:00:00;0,14;Der Wert ist gültig
27.04.2024;14:15:00;0,14;Der Wert ist gültig
27.04.2024;14:30:00;0,135;Der Wert ist gültig
27.04.2024;14:45:00;0,142;Der Wert ist gültig
27.04.2024;15:00:00;0,137;Der Wert ist gültig
27.04.2024;15:15:00;0,129;Der Wert ist gültig
27.04.2024;15:30:00;0,136;Der Wert ist gültig
27.04.2024;15:45:00;0,128;Der Wert ist gültig
27.04.2024;16:00:00;0,135;Der Wert ist gültig
27.04.2024;16:15:00;0,14;Der Wert ist gültig
27.04.2024;16:30:00;0,142;Der Wert ist gültig
27.04.2024;16:45:00;0,134;Der Wert ist gültig
27.04.2024;17:00:00;0,126;Der Wert ist gültig
27.04.2024;17:15:00;0,139;Der Wert ist gültig
27.04.2024;17:30:00;0,132;Der Wert ist gültig
27.04.2024;17:45:00;0,136;Der Wert ist gültig
27.04.2024;18:00:00;0,139;Der Wert ist gültig
27.04.2024;18:15:00;0,137;Der Wert ist gültig
27.04.2024;18:30:00;0,136;Der Wert ist gültig
27.04.2024;18:45:00;0,142;Der Wert ist gültig
27.04.2024;19:00:00;0,142;Der Wert ist gültig
27.04.2024;19:15:00;0,31;Der Wert ist gültig
27.04.2024;19:30:00;0,524;Der Wert ist gültig
27.04.2024;19:45:00;0,191;Der Wert ist gültig
27.04.2024;20:00:00;0,189;Der Wert ist gültig
27.04.2024;20:15:00;0,192;Der Wert ist gültig
27.04.2024;20:30:00;0,352;Der Wert ist gültig
27.04.2024;20:45:00;0,227;Der Wert ist gültig
27.04.2024;21:00:00;0,216;Der Wert ist gültig
27.04.2024;21:15:00;0,213;Der Wert ist gültig
27.04.2024;21:30:00;0,218;Der Wert ist gültig
27.04.2024;21:45:00;0,198;Der Wert ist gültig
27.04.2024;22:00:00;0,174;Der Wert ist gültig
27.04.2024;22:15:00;0,176;Der Wert ist gültig
27.04.2024;22:30:00;0,179;Der Wert ist gültig
27.04.2024;22:45:00;0,194;Der Wert ist gültig
27.04.2024;23:00:00;0,226;Der Wert ist gültig
27.04.2024;23:15:00;0,215;Der Wert ist gültig
27.04.2024;23:30:00;0,149;Der Wert ist gültig
27.04.2024;23:45:00;0,147;Der Wert ist gültig
28.04.2024;00:00:00;0,155;Der Wert ist gültig
28.04.2024;00:15:00;0,145;Der Wert ist gültig
28.04.2024;00:30:00;0,147;Der Wert ist gültig
28.04.2024;00:45:00;0,139;Der Wert ist gültig
28.04.2024;01:00:00;0,138;Der Wert ist gültig
28.04.2024;01:15:00;0,146;Der Wert ist gültig
28.04.2024;01:30:00;0,136;Der Wert ist gültig
28.04.2024;01:45:00;0,129;Der Wert ist gültig
28.04.2024;02:00:00;0,124;Der Wert ist gültig
28.04.2024;02:15:00;0,141;Der Wert ist gültig
28.04.2024;02:30:00;0,141;Der Wert ist gültig
28.04.2024;02:45:00;0,137;Der Wert ist gültig
28.04.2024;03:00:00;0,133;Der Wert ist gültig
28.04.2024;03:15:00;0,128;Der Wert ist gültig
28.04.2024;03:30:00;0,135;Der Wert ist gültig
28.04.2024;03:45:00;0,14;Der Wert ist gültig
28.04.2024;04:00:00;0,133;Der Wert ist gültig
28.04.2024;04:15:00;0,136;Der Wert ist gültig
28.04.2024;04:30:00;0,133;Der Wert ist gültig
28.04.2024;04:45:00;0,127;Der Wert ist gültig
28.04.2024;05:00:00;0,138;Der Wert ist gültig
28.04.2024;05:15:00;0,136;Der Wert ist gültig
28.04.2024;05:30:00;0,133;Der Wert ist gültig
28.04.2024;05:45:00;0,139;Der Wert ist gültig
28.04.2024;06:00:00;0,139;Der Wert ist gültig
28.04.2024;06:15:00;0,129;Der Wert ist gültig
28.04.2024;06:30:00;0,135;Der Wert ist gültig
28.04.2024;06:45:00;0,135;Der Wert ist gültig
28.04.2024;07:00:00;0,13;Der Wert ist gültig
28.04.2024;07:15:00;0,141;Der Wert ist gültig
28.04.2024;07:30:00;0,507;Der Wert ist gültig
28.04.2024;07:45:00;0,182;Der Wert ist gültig
28.04.2024;08:00:00;0,161;Der Wert ist gültig
28.04.2024;08:15:00;0,163;Der Wert ist gültig
28.04.2024;08:30:00;0,149;Der Wert ist gültig
28.04.2024;08:45:00;0,127;Der Wert ist gültig
28.04.2024;09:00:00;0,139;Der Wert ist gültig
28.04.2024;09:15:00;0,234;Der Wert ist gültig
28.04.2024;09:30:00;0,157;Der Wert ist gültig
28.04.2024;09:45:00;0,158;Der Wert ist gültig
28.04.2024;10:00:00;0,166;Der Wert ist gültig
28.04.2024;10:15:00;0,436;Der Wert ist gültig
28.04.2024;10:30:00;0,263;Der Wert ist gültig
28.04.2024;10:45:00;0,148;Der Wert ist gültig
28.04.2024;11:00:00;0,147;Der Wert ist gültig
28.04.2024;11:15:00;0,143;Der Wert ist gültig
28.04.2024;11:30:00;0,288;Der Wert ist gültig
28.04.2024;11:45:00;0,27;Der Wert ist gültig
28.04.2024;12:00:00;0,27;Der Wert ist gültig
28.04.2024;12:15:00;0,264;Der Wert ist gültig
28.04.2024;12:30:00;0,262;Der Wert ist gültig
28.04.2024;12:45:00;0,169;Der Wert ist gültig
28.04.2024;13:00:00;0,168;Der Wert ist gültig
28.04.2024;13:15:00;0,162;Der Wert ist gültig
28.04.2024;13:30:00;0,153;Der Wert ist gültig
28.04.2024;13:45:00;0,2;Der Wert ist gültig
28.04.2024;14:00:00;0,416;Der Wert ist gültig
28.04.2024;14:15:00;0,422;Der Wert ist gültig
28.04.2024;14:30:00;0,431;Der Wert ist gültig
28.04.2024;14:45:00;0,52;Der Wert ist gültig
28.04.2024;15:00:00;0,243;Der Wert ist gültig
28.04.2024;15:15:00;0,093;Der Wert ist gültig
28.04.2024;15:30:00;0,066;Der Wert ist gültig
28.04.2024;15:45:00;0,081;Der Wert ist gültig
28.04.2024;16:00:00;0,06;Der Wert ist gültig
28.04.2024;16:15:00;0,056;Der Wert ist gültig
28.04.2024;16:30:00;0,044;Der Wert ist gültig
28.04.2024;16:45:00;0,087;Der Wert ist gültig
28.04.2024;17:00:00;0,095;Der Wert ist gültig
28.04.2024;17:15:00;0,044;Der Wert ist gültig
28.04.2024;17:30:00;0,036;Der Wert ist gültig
28.04.2024;17:45:00;0,035;Der Wert ist gültig
28.04.2024;18:00:00;0,105;Der Wert ist gültig
28.04.2024;18:15:00;0,056;Der Wert ist gültig
28.04.2024;18:30:00;0,078;Der Wert ist gültig
28.04.2024;18:45:00;0,061;Der Wert ist gültig
28.04.2024;19:00:00;0,289;Der Wert ist gültig
28.04.2024;19:15:00;0,394;Der Wert ist gültig
28.04.2024;19:30:00;0,069;Der Wert ist gültig
28.04.2024;19:45:00;0,108;Der Wert ist gültig
28.04.2024;20:00:00;0,113;Der Wert ist gültig
28.04.2024;20:15:00;0,119;Der Wert ist gültig
28.04.2024;20:30:00;0,144;Der Wert ist gültig
28.04.2024;20:45:00;0,128;Der Wert ist gültig
28.04.2024;21:00:00;0,136;Der Wert ist gültig
28.04.2024;21:15:00;0,133;Der Wert ist gültig
28.04.2024;21:30:00;0,119;Der Wert ist gültig
28.04.2024;21:45:00;0,086;Der Wert ist gültig
28.04.2024;22:00:00;0,114;Der Wert ist gültig
28.04.2024;22:15:00;0,133;Der Wert ist gültig
28.04.2024;22:30:00;0,09;Der Wert ist gültig
28.04.2024;22:45:00;0,375;Der Wert ist gültig
28.04.2024;23:00:00;0,376;Der Wert ist gültig
28.04.2024;23:15:00;0,413;Der Wert ist gültig
28.04.2024;23:30:00;0,434;Der Wert ist gültig
28.04.2024;23:45:00;0,062;Der Wert ist gültig
29.04.2024;00:00:00;0,05;Der Wert ist gültig
29.04.2024;00:15:00;0,056;Der Wert ist gültig
29.04.2024;00:30:00;0,061;Der Wert ist gültig
29.04.2024;00:45:00;0,045;Der Wert ist gültig
29.04.2024;01:00:00;0,056;Der Wert ist gültig
29.04.2024;01:15:00;0,049;Der Wert ist gültig
29.04.2024;01:30:00;0,058;Der Wert ist gültig
29.04.2024;01:45:00;0,055;Der Wert ist gültig
29.04.2024;02:00:00;0,049;Der Wert ist gültig
29.04.2024;02:15:00;0,045;Der Wert ist gültig
29.04.2024;02:30:00;0,052;Der Wert ist gültig
29.04.2024;02:45:00;0,056;Der Wert ist gültig
29.04.2024;03:00:00;0,055;Der Wert ist gültig
29.04.2024;03:15:00;0,052;Der Wert ist gültig
29.04.2024;03:30:00;0,046;Der Wert ist gültig
29.04.2024;03:45:00;0,049;Der Wert ist gültig
29.04.2024;04:00:00;0,055;Der Wert ist gültig
29.04.2024;04:15:00;0,053;Der Wert ist gültig
29.04.2024;04:30:00;0,05;Der Wert ist gültig
29.04.2024;04:45:00;0,051;Der Wert ist gültig
29.04.2024;05:00:00;0,047;Der Wert ist gültig
29.04.2024;05:15:00;0,048;Der Wert ist gültig
29.04.2024;05:30:00;0,05;Der Wert ist gültig
29.04.2024;05:45:00;0,083;Der Wert ist gültig
29.04.2024;06:00:00;0,073;Der Wert ist gültig
29.04.2024;06:15:00;0,06;Der Wert ist gültig
29.04.2024;06:30:00;0,078;Der Wert ist gültig
29.04.2024;06:45:00;0,165;Der Wert ist gültig
29.04.2024;07:00:00;0,075;Der Wert ist gültig
29.04.2024;07:15:00;0,065;Der Wert ist gültig
29.04.2024;07:30:00;0,058;Der Wert ist gültig
29.04.2024;07:45:00;0,115;Der Wert ist gültig
29.04.2024;08:00:00;0,052;Der Wert ist gültig
29.04.2024;08:15:00;0,07;Der Wert ist gültig
29.04.2024;08:30:00;0,329;Der Wert ist gültig
29.04.2024;08:45:00;0,497;Der Wert ist gültig
29.04.2024;09:00:00;0,111;Der Wert ist gültig
29.04.2024;09:15:00;0,464;Der Wert ist gültig
29.04.2024;09:30:00;0,467;Der Wert ist gültig
29.04.2024;09:45:00;0,213;Der Wert ist gültig
29.04.2024;10:00:00;0,128;Der Wert ist gültig
29.04.2024;10:15:00;0,399;Der Wert ist gültig
29.04.2024;10:30:00;0,116;Der Wert ist gültig
29.04.2024;10:45:00;0,101;Der Wert ist gültig
29.04.2024;11:00:00;0,385;Der Wert ist gültig
29.04.2024;11:15:00;0,438;Der Wert ist gültig
29.04.2024;11:30:00;0,494;Der Wert ist gültig
29.04.2024;11:45:00;0,346;Der Wert ist gültig
29.04.2024;12:00:00;0,111;Der Wert ist gültig
29.04.2024;12:15:00;0,057;Der Wert ist gültig
29.04.2024;12:30:00;0,06;Der Wert ist gültig
29.04.2024;12:45:00;0,063;Der Wert ist gültig
29.04.2024;13:00:00;0,118;Der Wert ist gültig
29.04.2024;13:15:00;0,666;Der Wert ist gültig
29.04.2024;13:30:00;0,185;Der Wert ist gültig
29.04.2024;13:45:00;0,155;Der Wert ist gültig
29.04.2024;14:00:00;0,167;Der Wert ist gültig
29.04.2024;14:15:00;0,166;Der Wert ist gültig
29.04.2024;14:30:00;0,181;Der Wert ist gültig
29.04.2024;14:45:00;0,163;Der Wert ist gültig
29.04.2024;15:00:00;0,131;Der Wert ist gültig
29.04.2024;15:15:00;0,171;Der Wert ist gültig
29.04.2024;15:30:00;0,184;Der Wert ist gültig
29.04.2024;15:45:00;0,105;Der Wert ist gültig
29.04.2024;16:00:00;0,114;Der Wert ist gültig
29.04.2024;16:15:00;0,11;Der Wert ist gültig
29.04.2024;16:30:00;0,121;Der Wert ist gültig
29.04.2024;16:45:00;0,121;Der Wert ist gültig
29.04.2024;17:00:00;0,197;Der Wert ist gültig
29.04.2024;17:15:00;0,191;Der Wert ist gültig
29.04.2024;17:30:00;0,222;Der Wert ist gültig
29.04.2024;17:45:00;0,211;Der Wert ist gültig
29.04.2024;18:00:00;0,161;Der Wert ist gültig
29.04.2024;18:15:00;0,163;Der Wert ist gültig
29.04.2024;18:30:00;0,174;Der Wert ist gültig
29.04.2024;18:45:00;0,1;Der Wert ist gültig
29.04.2024;19:00:00;0,083;Der Wert ist gültig
29.04.2024;19:15:00;0,077;Der Wert ist gültig
29.04.2024;19:30:00;0,105;Der Wert ist gültig
29.04.2024;19:45:00;0,163;Der Wert ist gültig
29.04.2024;20:00:00;0,111;Der Wert ist gültig
29.04.2024;20:15:00;0,102;Der Wert ist gültig
29.04.2024;20:30:00;0,347;Der Wert ist gültig
29.04.2024;20:45:00;0,477;Der Wert ist gültig
29.04.2024;21:00:00;0,506;Der Wert ist gültig
29.04.2024;21:15:00;0,295;Der Wert ist gültig
29.04.2024;21:30:00;0,122;Der Wert ist gültig
29.04.2024;21:45:00;0,17;Der Wert ist gültig
29.04.2024;22:00:00;0,114;Der Wert ist gültig
29.04.2024;22:15:00;0,099;Der Wert ist gültig
29.04.2024;22:30:00;0,1;Der Wert ist gültig
29.04.2024;22:45:00;0,089;Der Wert ist gültig
29.04.2024;23:00:00;0,086;Der Wert ist gültig
29.04.2024;23:15:00;0,071;Der Wert ist gültig
29.04.2024;23:30:00;0,064;Der Wert ist gültig
29.04.2024;23:45:00;0,054;Der Wert ist gültig
30.04.2024;00:00:00;0,061;Der Wert ist gültig
30.04.2024;00:15:00;0,069;Der Wert ist gültig
30.04.2024;00:30:00;0,063;Der Wert ist gültig
30.04.2024;00:45:00;0,059;Der Wert ist gültig
30.04.2024;01:00:00;0,053;Der Wert ist gültig
30.04.2024;01:15:00;0,056;Der Wert ist gültig
30.04.2024;01:30:00;0,039;Der Wert ist gültig
30.04.2024;01:45:00;0,034;Der Wert ist gültig
30.04.2024;02:00:00;0,038;Der Wert ist gültig
30.04.2024;02:15:00;0,04;Der Wert ist gültig
30.04.2024;02:30:00;0,031;Der Wert ist gültig
30.04.2024;02:45:00;0,033;Der Wert ist gültig
30.04.2024;03:00:00;0,034;Der Wert ist gültig
30.04.2024;03:15:00;0,045;Der Wert ist gültig
30.04.2024;03:30:00;0,033;Der Wert ist gültig
30.04.2024;03:45:00;0,029;Der Wert ist gültig
30.04.2024;04:00:00;0,035;Der Wert ist gültig
30.04.2024;04:15:00;0,039;Der Wert ist gültig
30.04.2024;04:30:00;0,037;Der Wert ist gültig
30.04.2024;04:45:00;0,037;Der Wert ist gültig
30.04.2024;05:00:00;0,023;Der Wert ist gültig
30.04.2024;05:15:00;0,037;Der Wert ist gültig
30.04.2024;05:30:00;0,041;Der Wert ist gültig
30.04.2024;05:45:00;0,03;Der Wert ist gültig
30.04.2024;06:00:00;0,072;Der Wert ist gültig
30.04.2024;06:15:00;0,164;Der Wert ist gültig
30.04.2024;06:30:00;0,182;Der Wert ist gültig
30.04.2024;06:45:00;0,192;Der Wert ist gültig
30.04.2024;07:00:00;0,13;Der Wert ist gültig
30.04.2024;07:15:00;0,312;Der Wert ist gültig
30.04.2024;07:30:00;0,514;Der Wert ist gültig
30.04.2024;07:45:00;0,079;Der Wert ist gültig
30.04.2024;08:00:00;0,218;Der Wert ist gültig
30.04.2024;08:15:00;0,27;Der Wert ist gültig
30.04.2024;08:30:00;0,105;Der Wert ist gültig
30.04.2024;08:45:00;0,094;Der Wert ist gültig
30.04.2024;09:00:00;0,071;Der Wert ist gültig
30.04.2024;09:15:00;0,073;Der Wert ist gültig
30.04.2024;09:30:00;0,073;Der Wert ist gültig
30.04.2024;09:45:00;0,082;Der Wert ist gültig
30.04.2024;10:00:00;0,077;Der Wert ist gültig
30.04.2024;10:15:00;0,214;Der Wert ist gültig
30.04.2024;10:30:00;0,158;Der Wert ist gültig
30.04.2024;10:45:00;0,239;Der Wert ist gültig
30.04.2024;11:00:00;0,351;Der Wert ist gültig
30.04.2024;11:15:00;0,17;Der Wert ist gültig
30.04.2024;11:30:00;0,149;Der Wert ist gültig
30.04.2024;11:45:00;0,324;Der Wert ist gültig
30.04.2024;12:00:00;0,692;Der Wert ist gültig
30.04.2024;12:15:00;0,479;Der Wert ist gültig
30.04.2024;12:30:00;0,233;Der Wert ist gültig
30.04.2024;12:45:00;0,063;Der Wert ist gültig
30.04.2024;13:00:00;0,069;Der Wert ist gültig
30.04.2024;13:15:00;0,068;Der Wert ist gültig
30.04.2024;13:30:00;0,065;Der Wert ist gültig
30.04.2024;13:45:00;0,077;Der Wert ist gültig
30.04.2024;14:00:00;0,084;Der Wert ist gültig
30.04.2024;14:15:00;0,089;Der Wert ist gültig
30.04.2024;14:30:00;0,118;Der Wert ist gültig
30.04.2024;14:45:00;0,097;Der Wert ist gültig
30.04.2024;15:00:00;0,061;Der Wert ist gültig
30.04.2024;15:15:00;0,07;Der Wert ist gültig
30.04.2024;15:30:00;0,063;Der Wert ist gültig
30.04.2024;15:45:00;0,059;Der Wert ist gültig
30.04.2024;16:00:00;0,063;Der Wert ist gültig
30.04.2024;16:15:00;0,065;Der Wert ist gültig
30.04.2024;16:30:00;0,058;Der Wert ist gültig
30.04.2024;16:45:00;0,052;Der Wert ist gültig
30.04.2024;17:00:00;0,052;Der Wert ist gültig
30.04.2024;17:15:00;0,056;Der Wert ist gültig
30.04.2024;17:30:00;0,07;Der Wert ist gültig
30.04.2024;17:45:00;0,057;Der Wert ist gültig
30.04.2024;18:00:00;0,051;Der Wert ist gültig
30.04.2024;18:15:00;0,049;Der Wert ist gültig
30.04.2024;18:30:00;0,063;Der Wert ist gültig
30.04.2024;18:45:00;0,07;Der Wert ist gültig
30.04.2024;19:00:00;0,102;Der Wert ist gültig
30.04.2024;19:15:00;0,583;Der Wert ist gültig
30.04.2024;19:30:00;0,157;Der Wert ist gültig
30.04.2024;19:45:00;0,128;Der Wert ist gültig
30.04.2024;20:00:00;0,236;Der Wert ist gültig
30.04.2024;20:15:00;0,421;Der Wert ist gültig
30.04.2024;20:30:00;0,459;Der Wert ist gültig
30.04.2024;20:45:00;0,338;Der Wert ist gültig
30.04.2024;21:00:00;0,118;Der Wert ist gültig
30.04.2024;21:15:00;0,134;Der Wert ist gültig
30.04.2024;21:30:00;0,143;Der Wert ist gültig
30.04.2024;21:45:00;0,108;Der Wert ist gültig
30.04.2024;22:00:00;0,077;Der Wert ist gültig
30.04.2024;22:15:00;0,084;Der Wert ist gültig
30.04.2024;22:30:00;0,122;Der Wert ist gültig
30.04.2024;22:45:00;0,079;Der Wert ist gültig
30.04.2024;23:00:00;0,05;Der Wert ist gültig
30.04.2024;23:15:00;0,055;Der Wert ist gültig
30.04.2024;23:30:00;0,059;Der Wert ist gültig
30.04.2024;23:45:00;0,054;Der Wert ist gültig
01.05.2024;00:00:00;0,065;Der Wert ist gültig
01.05.2024;00:15:00;0,068;Der Wert ist gültig
01.05.2024;00:30:00;0,059;Der Wert ist gültig
01.05.2024;00:45:00;0,051;Der Wert ist gültig
01.05.2024;01:00:00;0,051;Der Wert ist gültig
01.05.2024;01:15:00;0,053;Der Wert ist gültig
01.05.2024;01:30:00;0,055;Der Wert ist gültig
01.05.2024;01:45:00;0,051;Der Wert ist gültig
01.05.2024;02:00:00;0,052;Der Wert ist gültig
01.05.2024;02:15:00;0,052;Der Wert ist gültig
01.05.2024;02:30:00;0,062;Der Wert ist gültig
01.05.2024;02:45:00;0,059;Der Wert ist gültig
01.05.2024;03:00:00;0,051;Der Wert ist gültig
01.05.2024;03:15:00;0,051;Der Wert ist gültig
01.05.2024;03:30:00;0,049;Der Wert ist gültig
01.05.2024;03:45:00;0,043;Der Wert ist gültig
01.05.2024;04:00:00;0,057;Der Wert ist gültig
01.05.2024;04:15:00;0,051;Der Wert ist gültig
01.05.2024;04:30:00;0,055;Der Wert ist gültig
01.05.2024;04:45:00;0,055;Der Wert ist gültig
01.05.2024;05:00:00;0,058;Der Wert ist gültig
01.05.2024;05:15:00;0,057;Der Wert ist gültig
01.05.2024;05:30:00;0,044;Der Wert ist gültig
01.05.2024;05:45:00;0,052;Der Wert ist gültig
01.05.2024;06:00:00;0,051;Der Wert ist gültig
01.05.2024;06:15:00;0,051;Der Wert ist gültig
01.05.2024;06:30:00;0,052;Der Wert ist gültig
01.05.2024;06:45:00;0,089;Der Wert ist gültig
01.05.2024;07:00:00;0,113;Der Wert ist gültig
01.05.2024;07:15:00;0,06;Der Wert ist gültig
01.05.2024;07:30:00;0,077;Der Wert ist gültig
01.05.2024;07:45:00;0,093;Der Wert ist gültig
01.05.2024;08:00:00;0,079;Der Wert ist gültig
01.05.2024;08:15:00;0,068;Der Wert ist gültig
01.05.2024;08:30:00;0,078;Der Wert ist gültig
01.05.2024;08:45:00;0,073;Der Wert ist gültig
01.05.2024;09:00:00;0,078;Der Wert ist gültig
01.05.2024;09:15:00;0,084;Der Wert ist gültig
01.05.2024;09:30:00;0,192;Der Wert ist gültig
01.05.2024;09:45:00;0,392;Der Wert ist gültig
01.05.2024;10:00:00;0,415;Der Wert ist gültig
01.05.2024;10:15:00;0,083;Der Wert ist gültig
01.05.2024;10:30:00;0,311;Der Wert ist gültig
01.05.2024;10:45:00;0,177;Der Wert ist gültig
01.05.2024;11:00:00;0,097;Der Wert ist gültig
01.05.2024;11:15:00;0,758;Der Wert ist gültig
01.05.2024;11:30:00;0,463;Der Wert ist gültig
01.05.2024;11:45:00;0,368;Der Wert ist gültig
01.05.2024;12:00:00;0,283;Der Wert ist gültig
01.05.2024;12:15:00;0,143;Der Wert ist gültig
01.05.2024;12:30:00;0,19;Der Wert ist gültig
01.05.2024;12:45:00;0,437;Der Wert ist gültig
01.05.2024;13:00:00;0,572;Der Wert ist gültig
01.05.2024;13:15:00;0,723;Der Wert ist gültig
01.05.2024;13:30:00;0,381;Der Wert ist gültig
01.05.2024;13:45:00;0,367;Der Wert ist gültig
01.05.2024;14:00:00;0,087;Der Wert ist gültig
01.05.2024;14:15:00;0,333;Der Wert ist gültig
01.05.2024;14:30:00;0,276;Der Wert ist gültig
01.05.2024;14:45:00;0,089;Der Wert ist gültig
01.05.2024;15:00:00;0,096;Der Wert ist gültig
01.05.2024;15:15:00;0,108;Der Wert ist gültig
01.05.2024;15:30:00;0,128;Der Wert ist gültig
01.05.2024;15:45:00;0,43;Der Wert ist gültig
01.05.2024;16:00:00;0,463;Der Wert ist gültig
01.05.2024;16:15:00;0,201;Der Wert ist gültig
01.05.2024;16:30:00;0,147;Der Wert ist gültig
01.05.2024;16:45:00;0,201;Der Wert ist gültig
01.05.2024;17:00:00;0,144;Der Wert ist gültig
01.05.2024;17:15:00;0,098;Der Wert ist gültig
01.05.2024;17:30:00;0,121;Der Wert ist gültig
01.05.2024;17:45:00;0,139;Der Wert ist gültig
01.05.2024;18:00:00;0,12;Der Wert ist gültig
01.05.2024;18:15:00;0,116;Der Wert ist gültig
01.05.2024;18:30:00;0,259;Der Wert ist gültig
01.05.2024;18:45:00;0,429;Der Wert ist gültig
01.05.2024;19:00:00;0,462;Der Wert ist gültig
01.05.2024;19:15:00;0,497;Der Wert ist gültig
01.05.2024;19:30:00;0,235;Der Wert ist gültig
01.05.2024;19:45:00;0,102;Der Wert ist gültig
01.05.2024;20:00:00;0,095;Der Wert ist gültig
01.05.2024;20:15:00;0,134;Der Wert ist gültig
01.05.2024;20:30:00;0,146;Der Wert ist gültig
01.05.2024;20:45:00;0,14;Der Wert ist gültig
01.05.2024;21:00:00;0,159;Der Wert ist gültig
